Date,Open,High,Low,Close
2010-06-23,5316.1499,5333.2998,5288.1499,5323.1499
2010-06-24,5323.25,5348.2998,5284.5498,5320.6001
2010-06-25,5320.5,5320.5,5259.8999,5269.0498
2010-06-28,5271.1001,5339.4502,5270.75,5333.5
2010-06-29,5333.5498,5334.1499,5235.7998,5256.1499
2010-06-30,5254.25,5320.3501,5210,5312.5
2010-07-01,5312.0498,5312.5498,5232.1001,5251.3999
2010-07-02,5251.25,5277.25,5225.6001,5237.1001
2010-07-05,5237,5252.75,5225.8501,5235.8999
2010-07-06,5236.1001,5297.4502,5231.5,5289.0498
2010-07-07,5293.1001,5296.75,5233.4502,5241.1001
2010-07-08,5242,5320.5,5242,5296.8501
2010-07-09,5297.2002,5359.0498,5297.2002,5352.4502
2010-07-12,5352.25,5402.7002,5351.6001,5383
2010-07-13,5370.2002,5406.2002,5357.8501,5400.6499
2010-07-14,5402,5453.4502,5371.7002,5386.1499
2010-07-15,5387.1001,5399.2002,5360.6001,5378.75
2010-07-16,5376.6499,5401.3501,5374.3999,5393.8999
2010-07-19,5392.7002,5409.1001,5361.5,5386.4502
2010-07-20,5387,5416.4502,5353.6001,5368
2010-07-21,5368.8501,5409.1001,5368.8501,5399.3501
2010-07-22,5399.1499,5447.1499,5372.2002,5441.9502
2010-07-23,5441.8999,5477.5,5435.1499,5449.1001
2010-07-26,5446.5498,5466.25,5409.2002,5418.6001
2010-07-27,5420.2002,5450.9502,5407.2002,5430.6001
2010-07-28,5436.1001,5447.8501,5386.25,5397.5498
2010-07-29,5397.8501,5415.8501,5381.5498,5408.8999
2010-07-30,5408.3999,5413.25,5349.2002,5367.6001
2010-08-02,5369.5498,5438.8501,5351.2998,5431.6499
2010-08-03,5432.5,5459.2002,5426.3999,5439.5498
2010-08-04,5441.3501,5481.8999,5428.3999,5467.8501
2010-08-05,5470.1499,5487.1499,5443.1001,5447.1001
2010-08-06,5448.25,5471.8999,5431.3501,5439.25
2010-08-09,5439.7998,5492.2998,5433.25,5486.1499
2010-08-10,5486.7998,5491.4502,5445.3501,5460.7002
2010-08-11,5460.7002,5474.6001,5412,5420.6001
2010-08-12,5418.7002,5431.1001,5372.4502,5416.4502
2010-08-13,5420.6499,5476.5,5415.5,5452.1001
2010-08-16,5452.1001,5465.25,5397.3999,5418.2998
2010-08-17,5422.1499,5443.5498,5408.7998,5414.1499
2010-08-18,5416.25,5487.9502,5416.25,5479.1499
2010-08-19,5478.25,5544.7002,5478.1001,5540.2002
2010-08-20,5540.7998,5546.6001,5513.3501,5530.6499
2010-08-23,5531.1499,5549.7998,5519.3999,5543.5
2010-08-24,5541.1001,5547.25,5488.4502,5505.1001
2010-08-25,5505.2998,5506.1499,5452.5498,5462.3501
2010-08-26,5462.1001,5486.5498,5454.7002,5477.8999
2010-08-27,5489.6001,5495.2002,5391.9502,5408.7002
2010-08-30,5408.8999,5469,5390.3501,5415.4502
2010-08-31,5413.5498,5413.8999,5348.8999,5402.3999
2010-09-01,5403.0498,5478.6001,5403.0498,5471.8501
2010-09-02,5471.8999,5513.9502,5471.8501,5486.1499
2010-09-03,5486.2998,5510.3999,5473.6499,5479.3999
2010-09-06,5479.5498,5589.3999,5479.5498,5576.9502
2010-09-07,5575.8999,5625.5,5571.6499,5604
2010-09-08,5604.25,5625.2998,5567.75,5607.8501
2010-09-09,5608.2998,5647.4502,5608.1001,5640.0498
2010-09-13,5639.2002,5770.6001,5639.2002,5760
2010-09-14,5760.2998,5838.4502,5760.2998,5795.5498
2010-09-15,5795.25,5869.4502,5792.2002,5860.9502
2010-09-16,5861.1001,5901.6499,5815.7998,5828.7002
2010-09-17,5828.7002,5898.3999,5828.7002,5884.9502
2010-09-20,5885.0498,5989.5,5885.0498,5980.4502
2010-09-21,5980.5,6032.7998,5961.8501,6009.0498
2010-09-22,6008.3999,6037.3999,5946.4502,5991
2010-09-23,5991.0498,6006.7998,5932.3999,5959.5498
2010-09-24,5959.4502,6029.1001,5951.2002,6018.2998
2010-09-27,6018.2998,6073.5,6018.2998,6035.6499
2010-09-28,6036.0498,6049.7998,5991.2998,6029.5
2010-09-29,6029.1499,6071.5498,5979.6499,5991.2998
2010-09-30,5991.3501,6048.4502,5963.6001,6029.9502
2010-10-01,6030.2998,6153.1001,6030.2998,6143.3999
2010-10-04,6144.7002,6222.1001,6144.7002,6159.4502
2010-10-05,6159.4502,6188.3501,6118.0498,6145.7998
2010-10-06,6150.9502,6223.3999,6148.6001,6186.4502
2010-10-07,6186.8501,6199.4502,6107.5,6120.2998
2010-10-08,6121.3999,6148.6001,6067,6103.4502
2010-10-11,6105.9502,6187.75,6105.9502,6135.8501
2010-10-12,6135.9502,6144.9502,6057.9502,6090.8999
2010-10-13,6091.4502,6240.25,6089.75,6233.8999
2010-10-14,6234.2998,6284.1001,6157.8999,6177.3501
2010-10-15,6175.8999,6200.6001,6050.3501,6062.6499
2010-10-18,6112.75,6115.1001,5985.1001,6075.9502
2010-10-19,6114.4502,6127.0498,6008.1499,6027.2998
2010-10-20,6002.9502,6038.1001,5966.75,5982.1001
2010-10-21,6008.8999,6113.5,5984.8999,6101.5
2010-10-22,6113.3999,6121.1001,6041.3501,6066.0498
2010-10-25,6101.25,6151.2998,6094.6001,6105.7998
2010-10-26,6116.2998,6120.25,6074.6499,6082
2010-10-27,6075.4502,6075.9502,5987.5498,6012.6499
2010-10-28,6039.9502,6071.1001,5968.1001,5987.7002
2010-10-29,6021.1499,6032.6499,5937.1001,6017.7002
2010-11-01,6092.2998,6132.3999,6084.75,6117.5498
2010-11-02,6127.5498,6138.1001,6094.3999,6119
2010-11-03,6150.6001,6182.5,6146.7998,6160.5
2010-11-04,6209.6001,6290.1499,6199.3501,6281.7998
2010-11-05,6321.8501,6338.5,6303.1001,6312.4502
2010-11-08,6335.25,6335.8999,6265.3501,6273.2002
2010-11-09,6281,6310.8999,6243.5498,6301.5498
2010-11-10,6303.2002,6307.6499,6269.25,6275.7002
2010-11-11,6286.3501,6296.5498,6179.5,6194.25
2010-11-12,6182.2998,6202.5,6056.75,6071.6499
2010-11-15,6079.8999,6128.75,6039.3999,6121.6001
2010-11-16,6143.4502,6144.0498,5970.6001,5988.7002
2010-11-18,6075.9502,6076.2002,5906.75,5998.7998
2010-11-19,6011.2998,6013.25,5863.9502,5890.2998
2010-11-22,5920.8999,6020.25,5905.1499,6010
2010-11-23,5971.5498,5973.3501,5824.9502,5934.75
2010-11-24,5946.7998,5976.6499,5833.6001,5865.75
2010-11-25,5883.9502,5907.1001,5780.3501,5799.75
2010-11-26,5828.5498,5838.5,5690.3501,5751.9502
2010-11-29,5789.9502,5843.1499,5754.7002,5830
2010-11-30,5811.6001,5892.25,5768.3501,5862.7002
2010-12-01,5871,5971,5865.5498,5960.8999
2010-12-02,6023.0498,6029.5,5980.6001,6011.7002
2010-12-03,6013.3501,6025.3999,5964.25,5992.7998
2010-12-06,6033.6499,6069.4502,5981.7002,5992.25
2010-12-07,5995.0498,6001,5939.7002,5976.5498
2010-12-08,5954.3999,5960,5878.6001,5903.7002
2010-12-09,5924.25,5927.2998,5742.2998,5766.5
2010-12-10,5761,5865.5,5721.1499,5857.3501
2010-12-13,5882.6499,5913.7998,5795.8999,5907.6499
2010-12-14,5928.7002,5953.9502,5888.75,5944.1001
2010-12-15,5931.1499,5942.75,5865.7998,5892.2998
2010-12-16,5910.5498,5956.1499,5855.0498,5948.75
2010-12-20,5926.8501,5985,5900.25,5947.0498
2010-12-21,5960.3999,6007.4502,5960.0498,6000.6499
2010-12-22,6019,6023.7998,5958,5984.3999
2010-12-23,6005.8999,6006.4502,5964.6001,5980
2010-12-24,5940.25,6017.3501,5940.25,6011.6001
2010-12-27,6013.2998,6045.75,5991.1001,5998.1001
2010-12-28,6005.3501,6010.8999,5982.25,5996
2010-12-29,6005.1499,6067.5498,6002.8501,6060.3501
2010-12-30,6062.3501,6106.3999,6062.3501,6101.8501
2010-12-31,6105.1001,6147.2998,6103.5498,6134.5
2011-01-03,6177.4502,6178.5498,6147.2002,6157.6001
2011-01-04,6172.75,6181.0498,6124.3999,6146.3501
2011-01-05,6141.3501,6141.3501,6062.3501,6079.7998
2011-01-06,6107,6116.1499,6022.2998,6048.25
2011-01-07,6030.8999,6051.2002,5883.6001,5904.6001
2011-01-10,5901.2998,5907.25,5740.9502,5762.8501
2011-01-11,5767.9502,5842.6001,5698.2002,5754.1001
2011-01-12,5800.0498,5874.2002,5711.2998,5863.25
2011-01-13,5850.75,5857.75,5736.7002,5751.8999
2011-01-14,5752.1001,5833.6499,5639.6499,5654.5498
2011-01-17,5648.7998,5696.1499,5624.1499,5654.75
2011-01-18,5682.5498,5730.5,5671.25,5724.0498
2011-01-19,5737.3501,5747.6499,5662.5498,5691.0498
2011-01-20,5656,5729.4502,5634.5,5711.6001
2011-01-21,5692.0498,5717.5498,5674.5,5696.5
2011-01-24,5717.1001,5756,5697.75,5743.25
2011-01-25,5763.2998,5801.5498,5680.6499,5687.3999
2011-01-27,5725.2998,5726.1001,5594.9502,5604.2998
2011-01-28,5614,5614.3999,5459.5498,5512.1499
2011-01-31,5452.5498,5526.8501,5416.6499,5505.8999
2011-02-01,5537.2998,5539.1499,5402,5417.2002
2011-02-02,5469.5498,5490.6001,5415.6499,5432
2011-02-03,5430.4502,5532.6499,5418,5526.75
2011-02-04,5519.8999,5556.2998,5369.0498,5395.75
2011-02-07,5430.1499,5440.3501,5376.9502,5396
2011-02-08,5432.3501,5432.3501,5303.3999,5312.5498
2011-02-09,5293.0498,5339.4502,5225.6499,5253.5498
2011-02-10,5246.0498,5272.6001,5196.7998,5225.7998
2011-02-11,5219.6499,5319.4502,5177.7002,5310
2011-02-14,5340.25,5463.7998,5340.25,5456
2011-02-15,5467.75,5506.5,5408.3501,5481
2011-02-16,5467.6001,5504.7998,5460.3501,5481.7002
2011-02-17,5501.7002,5553,5463.3999,5546.4502
2011-02-18,5557.5498,5599.25,5441.9502,5458.9502
2011-02-21,5456.6001,5526.25,5413.1001,5518.6001
2011-02-22,5504.3999,5519.4502,5437.2998,5469.2002
2011-02-23,5452.4502,5495.2002,5427.5498,5437.3501
2011-02-24,5408.75,5423.3999,5242.5,5262.7002
2011-02-25,5321.0498,5338.2002,5232.75,5303.5498
2011-02-28,5330.1499,5477,5308.6001,5333.25
2011-03-01,5382,5533.0498,5373.5498,5522.2998
2011-03-03,5478.4502,5570.75,5468.25,5536.2002
2011-03-04,5586.2002,5608.2002,5524.1001,5538.75
2011-03-07,5490.0498,5491.25,5408.4502,5463.1499
2011-03-08,5466.1001,5530.5498,5464.75,5520.7998
2011-03-09,5542.3999,5563.2998,5477.4502,5531
2011-03-10,5516.1001,5516.2998,5468.4502,5494.3999
2011-03-11,5456.1499,5502.7002,5411.5498,5445.4502
2011-03-14,5436.5,5537.2998,5434.25,5531.5
2011-03-15,5420,5497.8501,5373.6499,5449.6499
2011-03-16,5475.9502,5535.1001,5475.9502,5511.1499
2011-03-17,5455.3999,5510.0498,5435.2998,5446.6499
2011-03-18,5475.3501,5483.0498,5366.3999,5373.7002
2011-03-21,5408.75,5413.2998,5348.2002,5364.75
2011-03-22,5390.8501,5428.1499,5376.1499,5413.8501
2011-03-23,5411.3999,5484.9502,5401.9502,5480.25
2011-03-24,5501.7998,5529,5496.1001,5522.3999
2011-03-25,5588.6499,5667.1001,5560.9502,5654.25
2011-03-28,5645.25,5709.1001,5643.2002,5687.25
2011-03-29,5686.5,5770.3501,5680.7002,5736.3501
2011-03-30,5755.7998,5803.1499,5753.8999,5787.6499
2011-03-31,5803.0498,5872,5778.6499,5833.75
2011-04-01,5835,5860.2002,5810.3999,5826.0498
2011-04-04,5842,5918.7002,5833.2002,5908.4502
2011-04-05,5923.8501,5928.6499,5855.8501,5910.0498
2011-04-06,5908,5944.4502,5868.7998,5891.75
2011-04-07,5888.5498,5906.1001,5866.25,5885.7002
2011-04-08,5886.75,5926.9502,5822,5842
2011-04-11,5805.3501,5830.2998,5777.8999,5785.7002
2011-04-13,5747.9502,5923.6001,5735.5498,5911.5
2011-04-15,5898.75,5907.3501,5806.4502,5824.5498
2011-04-18,5824.3501,5897.8999,5722.25,5729.1001
2011-04-19,5716,5762.9502,5693.25,5740.75
2011-04-20,5786.0498,5857.3501,5759.6499,5851.6499
2011-04-21,5882.8501,5912.8999,5864.3501,5884.7002
2011-04-25,5859.6001,5906.6001,5857,5874.5
2011-04-26,5876.8501,5893.2002,5791.5498,5868.3999
2011-04-27,5884.2002,5892.3501,5819.9502,5833.8999
2011-04-28,5851.3501,5856.3999,5776.9502,5785.4502
2011-04-29,5782.5,5804.2998,5706.0498,5749.5
2011-05-02,5766.8999,5775.25,5687.7002,5701.2998
2011-05-03,5689.7002,5710.7998,5554.8501,5565.25
2011-05-04,5567.7002,5578.7998,5503,5537.1499
2011-05-05,5531.6001,5560.2998,5443.6499,5459.8501
2011-05-06,5477.6499,5564.3999,5472.4502,5551.4502
2011-05-09,5575.2002,5586.0498,5502.3999,5551.1001
2011-05-10,5555.5498,5592.8999,5514.5498,5541.25
2011-05-11,5547.2002,5574.7002,5525,5565.0498
2011-05-12,5537.7998,5572.5,5476.2998,5486.1499
2011-05-13,5492.3501,5605,5472.1499,5544.75
2011-05-16,5541.7002,5541.7998,5487.6499,5499
2011-05-17,5496.1001,5523.8501,5421.0498,5438.9502
2011-05-18,5448.2002,5460.5,5401.25,5420.6001
2011-05-19,5448.1499,5452.6001,5411.25,5428.1001
2011-05-20,5450.6499,5517.5498,5432.75,5486.3501
2011-05-23,5456.7002,5456.7002,5373,5386.5498
2011-05-24,5385.1001,5422.6001,5367.4502,5394.8501
2011-05-25,5389.1001,5389.1001,5328.7002,5348.9502
2011-05-26,5372.75,5422.2002,5356.3501,5412.3501
2011-05-27,5413.7002,5485.7998,5413.6001,5476.1001
2011-05-30,5493.75,5509.2998,5458.6001,5473.1001
2011-05-31,5492,5571.6001,5489.7002,5560.1499
2011-06-01,5561.0498,5597.3501,5559.4502,5592
2011-06-02,5529.8999,5568.2002,5521.9502,5550.3501
2011-06-03,5565.7002,5604.9502,5507.2002,5516.75
2011-06-06,5504.2998,5542.6499,5479.8501,5532.0498
2011-06-07,5509.1499,5570.1001,5507.7998,5556.1499
2011-06-08,5535.25,5556.6001,5514.8999,5526.8501
2011-06-09,5523.5498,5540.1001,5502.0498,5521.0498
2011-06-10,5518.0498,5521.4502,5457.4502,5485.7998
2011-06-13,5469.8501,5496.7002,5436.9502,5482.7998
2011-06-14,5485.6001,5520.1499,5484.2002,5500.5
2011-06-15,5494.4502,5499.3501,5438.9502,5447.5
2011-06-16,5419.6499,5447.5,5389.7998,5396.75
2011-06-17,5412.5,5421.1499,5355.8501,5366.3999
2011-06-20,5372.2002,5377.3999,5195.8999,5257.8999
2011-06-21,5280.7998,5322.4502,5257,5275.8501
2011-06-22,5304.6499,5310.5,5262.5,5278.2998
2011-06-23,5269.1001,5330.6001,5252.25,5320
2011-06-24,5343.3999,5477.8501,5343.3999,5471.25
2011-06-27,5441.2002,5552.6499,5434.25,5526.6001
2011-06-28,5548.8501,5558.2998,5496.3501,5545.2998
2011-06-29,5566.5,5608.6499,5566.5,5600.4502
2011-06-30,5614.5,5657.8999,5606.1001,5647.3999
2011-07-01,5705.75,5705.7998,5609.75,5627.2002
2011-07-04,5679.5498,5679.6499,5633.1001,5650.5
2011-07-05,5659.8501,5659.8501,5612.2998,5632.1001
2011-07-06,5622.7002,5655.3999,5610.75,5625.4502
2011-07-07,5633.3501,5737.1499,5632.9502,5728.9502
2011-07-08,5734.6499,5740.3999,5651.0498,5660.6499
2011-07-11,5648.0498,5652.8999,5601.7002,5616.1001
2011-07-12,5556.8999,5580.25,5496.9502,5526.1499
2011-07-13,5542.0498,5596.1499,5541.3999,5585.4502
2011-07-14,5569,5653.9502,5541.7002,5599.7998
2011-07-15,5602.9502,5631.7002,5562.75,5581.1001
2011-07-18,5581.75,5596.6001,5550.9502,5567.0498
2011-07-19,5569.8501,5627.6499,5557.2002,5613.5498
2011-07-20,5642.0498,5645.3999,5555.1001,5567.0498
